Name,Survived,Boarded,MWC,Age,Adut_or_Chld,Sex,Paid,Class_Dept,Class
"KING, Mr Ernest Waldron",Died,Southampton,Man,28,Adult,Male,,Victualling Crew,V
"KING, Mr G.",Died,Southampton,Man,20,Adult,Male,,Victualling Crew,V
"KING, Mr Thomas Walter",Died,Southampton,Man,42,Adult,Male,,Deck Crew,D
"KINGSCOTE, Mr William Ford",Died,Southampton,Man,42,Adult,Male,,Victualling Crew,V
"KINK-HEILMANN, Miss Luise Gretchen",Survived,Southampton,Child,4,Child,Female,22,3rd Class Passenger,3
"KINK-HEILMANN, Mrs Luise",Survived,Southampton,Woman,26,Adult,Female,22,3rd Class Passenger,3
"KINK, Miss Maria",Died,Southampton,Woman,22,Adult,Female,8.6625,3rd Class Passenger,3
"KINK, Mr Anton",Survived,Southampton,Man,29,Adult,Male,22,3rd Class Passenger,3
"KINK, Mr Vincenz",Died,Southampton,Man,26,Adult,Male,8.6625,3rd Class Passenger,3
"KINSELLA, Mr Louis",Died,Southampton,Man,30,Adult,Male,,Engineering Crew,E
"KIRKALDY, Mr Thomas Benjamin",Died,Southampton,Man,39,Adult,Male,,Victualling Crew,V
"KIRKHAM, Mr James",Died,Southampton,Man,38,Adult,Male,,Engineering Crew,E
"KIRKLAND, Fr Charles Leonard",Died,Queenstown,Man,52,Adult,Male,12.35,2nd Class Passenger,2
"KITCHING, Mr Arthur Alfred",Died,Southampton,Man,30,Adult,Male,,Victualling Crew,V
"KLABER, Mr Herman",Died,Southampton,Man,45,Adult,Male,26.55,1st Class Passenger,1
"KLASeN, Miss Gertrud Emilia",Died,Southampton,Child,1,Child,Female,12.1833333,3rd Class Passenger,3
"KLASeN, Mr Klas Albin",Died,Southampton,Man,18,Adult,Male,7.85416667,3rd Class Passenger,3
"KLASeN, Mrs Hulda Kristina Eugenia",Died,Southampton,Woman,36,Adult,Female,12.1833333,3rd Class Passenger,3
"KLEIN, Mr Herbert",Died,Southampton,Man,33,Adult,Male,,Victualling Crew,V
"KNIGHT, Mr George",Survived,Southampton,Man,44,Adult,Male,,Victualling Crew,V
"KNIGHT, Mr Leonard George",Died,Southampton,Man,21,Adult,Male,,Victualling Crew,V
"KNIGHT, Mr Robert",Died,Belfast,Man,39,Adult,Male,0,2nd Class PassengerH&W Guarantee Group,2
"KNOWLES, Mr Thomas",Survived,Southampton,Man,42,Adult,Male,,Engineering Crew,E
"KRAEFF, Mr Theodor",Died,Cherbourg,Man,,Adult,Male,7.89583333,3rd Class Passenger,3
"KREKORIAN, Mr Neshan",Survived,Cherbourg,Man,25,Adult,Male,7.22916667,3rd Class Passenger,3
"KREUCHEN, Miss Emilie",Survived,Southampton,Woman,29,Adult,Female,211.3375,1st Class PassengerServant,1
"KRINS, Mr Georges Alexandre",Died,Southampton,Man,23,Adult,Male,0,2nd Class PassengerMusician,2
"KUTSCHER (LITHMAN), Mr Simon",Died,Southampton,Man,26,Adult,Male,7.55,3rd Class Passenger,3
"KVILLNER, Mr Johan Henrik Johannesson",Died,Southampton,Man,31,Adult,Male,10.5,2nd Class Passenger,2
"LACEY, Mr Bertie William",Died,Southampton,Man,19,Adult,Male,,Victualling Crew,V
"LAHHuD ISHAQ MU'AWWAD, Mr Sarks",Died,Cherbourg,Man,35,Adult,Male,7.225,,3
"LAHTINEN, Fr William",Died,Southampton,Man,35,Adult,Male,26,2nd Class Passenger,2
"LAHTINEN, Mrs Anna Amelia",Died,Southampton,Woman,34,Adult,Female,26,2nd Class Passenger,2
"LAHY, Mr T. E.",Died,Southampton,Man,32,Adult,Male,,Engineering Crew,E
"LAITINEN, Miss Kristina Sofia",Died,Southampton,Woman,37,Adult,Female,9.5875,3rd Class Passenger,3
"LAKE, Mr William",Died,Belfast,Man,35,Adult,Male,,Victualling Crew,V
"LALEFF, Mr Kristo",Died,Southampton,Man,23,Adult,Male,7.89583333,3rd Class Passenger,3
"LAM, Mr Ali",Survived,Southampton,Man,38,Adult,Male,56.4958333,3rd Class Passenger,3
"LAM, Mr Len",Died,Southampton,Man,23,Adult,Male,56.4958333,3rd Class Passenger,3
"LAMB, Mr John Joseph",Died,Queenstown,Man,30,Adult,Male,10.7083333,2nd Class Passenger,2
"LANDERGREN, Miss Aurora Adelia",Survived,Southampton,Woman,22,Adult,Female,7.25,3rd Class Passenger,3
"LANE, Mr Albert Edward",Died,Southampton,Man,34,Adult,Male,,Victualling Crew,V
"LANE, Mr Patrick",Died,Queenstown,Man,16,Adult,Male,7.75,3rd Class Passenger,3
"LANG, Mr Fang",Survived,Southampton,Man,32,Adult,Male,56.4958333,3rd Class Passenger,3
"LAROCHE, Miss Louise",Survived,Cherbourg,Child,1,Child,Female,41.5791667,2nd Class Passenger,2
"LAROCHE, Miss Simonne Marie Anne Andre",Survived,Cherbourg,Child,3,Child,Female,41.5791667,2nd Class Passenger,2
"LAROCHE, Mr Joseph Philippe Lemercier",Died,Cherbourg,Man,25,Adult,Male,41.5791667,2nd Class Passenger,2
"LAROCHE, Mrs Juliette Marie Louise",Survived,Cherbourg,Woman,22,Adult,Female,41.5791667,2nd Class Passenger,2
"LARSSON-RONDBERG, Mr Edvard A.",Died,Southampton,Man,22,Adult,Male,7.775,3rd Class Passenger,3
"LARSSON, Mr August Viktor",Died,Southampton,Man,29,Adult,Male,9.48333333,3rd Class Passenger,3
"LARSSON, Mr Bengt Edvin",Died,Southampton,Man,29,Adult,Male,7.775,3rd Class Passenger,3
"LATIMER, Mr Andrew L",Died,Belfast,Man,55,Adult,Male,,Victualling Crew,V
"LAVINGTON, Miss Elizabeth",Survived,Southampton,Woman,40,Adult,Female,,Victualling Crew,V
"LAWRENCE, Mr Arthur",Died,Belfast,Man,35,Adult,Male,,Victualling Crew,V
"LEADER, Dr Alice May",Survived,Southampton,Woman,49,Adult,Female,25.929167,,1
"LEADER, Mr Archibald",Died,Southampton,Man,22,Adult,Male,,Victualling Crew,V
"LEATHER, Mrs Elizabeth Mary",Survived,Southampton,Woman,41,Adult,Female,,Victualling Crew,V
"LEE, Mr H.",Died,Southampton,Man,18,Adult,Male,,Engineering Crew,E
"LEE, Mr Henry Reginald",Survived,Southampton,Man,29,Adult,Male,,Victualling Crew,V
"LEE, Mr Reginald Robinson",Survived,Southampton,Man,41,Adult,Male,,Deck Crew,D
"LEFEBVRE, Master Henry",Died,Southampton,Child,5,Child,Male,25.4666667,3rd Class Passenger,3
"LEFEBVRE, Miss Ida",Died,Southampton,Child,3,Child,Female,25.4666667,3rd Class Passenger,3
"LEFEBVRE, Miss Jeannie",Died,Southampton,Child,8,Child,Female,25.4666667,3rd Class Passenger,3
"LEFEBVRE, Miss Mathilde",Died,Southampton,Child,12,Child,Female,25.4666667,3rd Class Passenger,3
"LEFEBVRE, Mr Paul Georges",Died,Southampton,Man,35,Adult,Male,,Victualling Crew,V
"LEFEBVRE, Mrs Frances Marie",Died,Southampton,Woman,40,Adult,Female,25.4666667,3rd Class Passenger,3
"LEHMANN, Miss Bertha",Survived,Cherbourg,Woman,17,Adult,Female,12,2nd Class Passenger,2
"LEINONEN, Mr Antti Gustaf",Died,Southampton,Man,32,Adult,Male,7.925,3rd Class Passenger,3
"LEITCH, Miss Jessie Wills",Survived,Southampton,Woman,31,Adult,Female,33,2nd Class Passenger,2
"LEMORE, Mrs Amelia",Survived,Southampton,Woman,46,Adult,Female,10.5,,2
"LENNON, Mr Denis",Died,Queenstown,Man,20,Adult,Male,15.5,3rd Class Passenger,3
"LEONARD, Mr Lionel",Died,Southampton,Man,36,Adult,Male,0,3rd Class Passenger,3
"LEONARD, Mr Matthew",Died,Belfast,Man,25,Adult,Male,,Victualling Crew,V
"LEROY, Miss Berthe",Survived,Cherbourg,Woman,27,Adult,Female,106.425,1st Class PassengerServant,1
"LESTER, Mr James",Died,Southampton,Man,26,Adult,Male,24.15,3rd Class Passenger,3
"LESUEUR, Mr Gustave J.",Survived,Cherbourg,Man,35,Adult,Male,512.329167,1st Class PassengerServant,1
"LEVETT, Mr George Alfred",Died,Belfast,Man,21,Adult,Male,,Victualling Crew,V
"LVY, Mr Ren Jacques",Died,Southampton,Man,36,Adult,Male,12.875,2nd Class Passenger,2
"LEWIS, Mr Arthur Ernest Read",Survived,Southampton,Man,27,Adult,Male,,Victualling Crew,V
"LEWY, Mr Ervin G.",Died,Cherbourg,Man,30,Adult,Male,27.7208333,1st Class Passenger,1
"LEYSON, Mr Robert William Norman",Died,Southampton,Man,25,Adult,Male,10.5,2nd Class Passenger,2
"LIEVENS, Mr Ren Aim",Died,Southampton,Man,24,Adult,Male,9.5,3rd Class Passenger,3
"LIGHT, Mr Charles Edward",Died,Southampton,Man,23,Adult,Male,,Victualling Crew,V
"LIGHT, Mr Christopher William",Died,Southampton,Man,20,Adult,Male,,Engineering Crew,E
"LIGHT, Mr W.",Died,Southampton,Man,47,Adult,Male,,Engineering Crew,E
"LIGHTOLLER, Mr Charles Herbert",Survived,Belfast,Man,38,Adult,Male,,Deck CrewTitanic Officers,D
"LINDAHL, Miss Agda Thorilda Viktoria",Died,Southampton,Woman,25,Adult,Female,7.775,3rd Class Passenger,3
"LINDBLOM, Miss Augusta Charlotta",Died,Southampton,Woman,45,Adult,Female,7.75,3rd Class Passenger,3
"LINDEBERG-LIND, Mr Erik Gustaf",Died,Southampton,Man,42,Adult,Male,26.55,1st Class Passenger,1
"LINDELL, Mr Edvard Bengtsson",Died,Southampton,Man,36,Adult,Male,15.55,3rd Class Passenger,3
"LINDELL, Mrs Elin Gerda",Died,Southampton,Woman,30,Adult,Female,15.55,3rd Class Passenger,3
"LINDQVIST, Mr Eino William",Survived,Southampton,Man,20,Adult,Male,7.925,3rd Class Passenger,3
"LINDSAY, Mr William Charles",Survived,Southampton,Man,30,Adult,Male,,Engineering Crew,E
"LINDSTRM, Mrs Sigrid",Survived,Cherbourg,Woman,55,Adult,Female,27.7208333,1st Class Passenger,1
"LINEHAN, Mr Michael",Died,Queenstown,Man,21,Adult,Male,7.87916667,3rd Class Passenger,3
"LINES, Miss Mary Conover",Survived,Cherbourg,Woman,16,Adult,Female,39.4,1st Class Passenger,1
"LINES, Mrs Elizabeth Lindsey",Survived,Cherbourg,Woman,50,Adult,Female,39.4,1st Class Passenger,1
"LING, Mr Lee",Died,Southampton,Man,28,Adult,Male,56.4958333,3rd Class Passenger,3
"LINHART, Mr Wenzel",Died,Southampton,Man,27,Adult,Male,9.5,3rd Class Passenger,3
"LINNANE, Mr John",Died,Queenstown,Man,61,Adult,Male,12.35,2nd Class Passenger,2
"LITTLEJOHN, Mr Alexander James",Survived,Belfast,Man,40,Adult,Male,,Victualling Crew,V
"LIVSHIN, Mr David (Abraham Harmer)",Died,Southampton,Man,25,Adult,Male,7.25,3rd Class Passenger,3
"LLOYD, Mr Humphrey",Died,Belfast,Man,41,Adult,Male,,Victualling Crew,V
"LLOYD, Mr William",Died,Southampton,Man,29,Adult,Male,,Engineering Crew,E
"LOBB, Mr William Arthur",Died,Southampton,Man,30,Adult,Male,16.1,3rd Class Passenger,3
"LOBB, Mrs Cordelia K.",Died,Southampton,Woman,26,Adult,Female,16.1,3rd Class Passenger,3
"LOCKE, Mr A.",Died,Southampton,Man,33,Adult,Male,,Victualling Crew,V
"LOCKYER, Mr Edward Thomas",Died,Southampton,Man,19,Adult,Male,7.87916667,3rd Class Passenger,3
"LONG, Mr Frank",Died,Southampton,Man,28,Adult,Male,,Engineering Crew,E
"LONG, Mr Milton Clyde",Died,Southampton,Man,29,Adult,Male,30,1st Class Passenger,1
"LONG, Mr William",Died,Southampton,Man,30,Adult,Male,,Engineering Crew,E
"LONGLEY, Miss Gretchen Fiske",Survived,Cherbourg,Woman,21,Adult,Female,77.9583333,1st Class Passenger,1
"LONGMUIR, Mr John Dickson",Died,Southampton,Man,19,Adult,Male,,Victualling Crew,V
"LORING, Mr Joseph Holland",Died,Southampton,Man,30,Adult,Male,45.5,1st Class Passenger,1
"LOUCH, Mr Charles Alexander",Died,Southampton,Man,50,Adult,Male,26,2nd Class Passenger,2
"LOUCH, Mrs Alice Adelaide",Survived,Southampton,Woman,42,Adult,Female,26,2nd Class Passenger,2
"LOVELL, Mr John",Died,Southampton,Man,37,Adult,Male,,Victualling Crew,V
"LOVELL, Mr John Hall (Henry)",Died,Southampton,Man,20,Adult,Male,7.25,,3
"LOWE, Mr Harold Godfrey",Survived,Belfast,Man,29,Adult,Male,,Deck CrewTitanic Officers,D
"LUCAS, Mr William Arthur",Survived,Southampton,Man,25,Adult,Male,,Deck Crew,D
"LUCAS, Mr William Watson",Survived,Belfast,Man,31,Adult,Male,,Victualling Crew,V
"LULIC, Mr Nikola",Survived,Southampton,Man,29,Adult,Male,8.6625,3rd Class Passenger,3
"LUNDAHL, Mr Johan Svensson",Died,Southampton,Man,51,Adult,Male,7.05416667,3rd Class Passenger,3
"LUNDIN, Miss Olga Elida",Survived,Southampton,Woman,23,Adult,Female,7.85416667,2nd Class Passenger,2
"LUNDSTRM, Mr Thure Edvin",Survived,Southampton,Man,32,Adult,Male,7.57916667,3rd Class Passenger,3
"LURETTE, Miss Eugnie Elise",Survived,Cherbourg,Woman,59,Adult,Female,146.520833,1st Class PassengerServant,1
"LYDIATT, Mr Charles",Died,Southampton,Man,45,Adult,Male,,Victualling Crew,V
"LYMPEROPOULUS, Mr Panagiotis K.",Died,Cherbourg,Man,30,Adult,Male,6.4375,3rd Class Passenger,3
"LYNTAKOFF, Mr Stanko",Died,Southampton,Man,44,Adult,Male,7.89583333,3rd Class Passenger,3
"LYONS, Mr William Henry",Died,Southampton,Man,25,Adult,Male,,Deck Crew,D
"MABEY, Mr John Charles",Died,Southampton,Man,23,Adult,Male,,Victualling Crew,V
"MACK, Mrs Mary",Died,Southampton,Woman,57,Adult,Female,10.5,2nd Class Passenger,2
"MACKAY, Mr Charles Donald",Survived,Belfast,Man,34,Adult,Male,,Victualling Crew,V
"MACKAY, Mr George William",Died,Southampton,Man,20,Adult,Male,7.55,3rd Class Passenger,3
"MACKIE, Mr George William",Died,Southampton,Man,34,Adult,Male,,Victualling Crew,V
"MACKIE, Mr William Dickson",Died,Belfast,Man,32,Adult,Male,,Engineering Crew,E
"MADIGAN, Miss Margaret",Survived,Queenstown,Woman,21,Adult,Female,7.75,3rd Class Passenger,3
"MADILL, Miss Georgette Alexandra",Survived,Southampton,Woman,16,Adult,Female,211.3375,1st Class Passenger,1
"MADSEN, Mr Fridtjof Arne",Survived,Southampton,Man,24,Adult,Male,7.14166667,3rd Class Passenger,3
"M_ENP__, Mr Matti Alexanteri",Died,Southampton,Man,22,Adult,Male,7.125,3rd Class Passenger,3
"MAGUIRE, Mr John Edward",Died,Southampton,Man,30,Adult,Male,26,1st Class Passenger,1
"MAHON, Miss Bridget Delia",Died,Queenstown,Woman,20,Adult,Female,7.87916667,3rd Class Passenger,3
"MAIONI, Miss Roberta Elizabeth Mary",Survived,Southampton,Woman,19,Adult,Female,86.5,1st Class PassengerServant,1
"MAISNER, Mr Simon",Died,Southampton,Man,34,Adult,Male,8.05,3rd Class Passenger,3
"MAJOR, Mr Thomas Edgar",Died,Belfast,Man,35,Adult,Male,,Victualling Crew,V
"MAJOR, Mr William James",Survived,Southampton,Man,32,Adult,Male,,Engineering Crew,E
"M_KINEN, Mr Kalle Edvard",Died,Southampton,Man,29,Adult,Male,7.925,3rd Class Passenger,3
"MALACHARD, Mr Jean-Nol",Died,Cherbourg,Man,25,Adult,Male,15,2nd Class Passenger,2
"MALLET, Master Andr Clement",Survived,Cherbourg,Child,1,Child,Male,37,2nd Class Passenger,2
"MALLET, Mr Albert Denis Pierre",Died,Cherbourg,Man,45,Adult,Male,37,2nd Class Passenger,2
"MALLET, Mrs Antonine Marie",Survived,Cherbourg,Woman,24,Adult,Female,37,2nd Class Passenger,2
"MaMa, Mr Hanna Mika'il",Survived,Cherbourg,Man,19,Adult,Male,,,3
"MANGAN, Miss Mary",Died,Queenstown,Woman,32,Adult,Female,7.75,3rd Class Passenger,3
"MANGIAVACCHI, Mr Serafino Emilio",Died,Cherbourg,Man,30,Adult,Male,15.5791667,2nd Class Passenger,2
"MANNION, Miss Margaret",Survived,Queenstown,Woman,28,Adult,Female,7.7375,3rd Class Passenger,3
"MANTLE, Mr Roland Frederick",Died,Southampton,Man,40,Adult,Male,,Victualling Crew,V
"MARCH, Mr John Starr",Died,Southampton,Man,50,Adult,Male,,Victualling CrewPostal Clerk,V
"MARDIROSIAN, Mr Sarkis",Died,Cherbourg,Man,25,Adult,Male,7.22916667,3rd Class Passenger,3
"MARCHAL, Mr Pierre",Survived,Cherbourg,Man,29,Adult,Male,29.7,1st Class Passenger,1
"MARETT, Mr George John",Died,Southampton,Man,27,Adult,Male,,Engineering Crew,E
"MARINKO, Mr Dmitri",Died,Southampton,Man,23,Adult,Male,7.89583333,3rd Class Passenger,3
"MARKOFF, Mr Marin",Died,Southampton,Man,35,Adult,Male,7.89583333,3rd Class Passenger,3
"MARKS, Mr James",Died,Southampton,Man,27,Adult,Male,,Victualling Crew,V
"MARKUN, Mr Johann",Died,Cherbourg,Man,33,Adult,Male,7.89583333,3rd Class Passenger,3
"MARRIOTT, Mr John William",Died,Southampton,Man,20,Adult,Male,,Victualling Crew,V
"MARSDEN, Miss Evelyn",Survived,Southampton,Woman,28,Adult,Female,,Victualling Crew,V
"MARSH, Mr Frederick Charles",Died,Southampton,Man,39,Adult,Male,,Engineering Crew,E
"MARTIN, Miss Mabel Elvina",Survived,Southampton,Woman,20,Adult,Female,,Restaurant Staff,R
"MARTIN, Mrs Annie Martha",Survived,Southampton,Woman,39,Adult,Female,,Victualling Crew,V
"MARVIN, Mr Daniel Warner",Died,Southampton,Man,18,Adult,Male,53.1,1st Class Passenger,1
"MARVIN, Mrs Mary Graham Carmichael",Survived,Southampton,Woman,18,Adult,Female,53.1,1st Class Passenger,1
"MASKELL, Mr Leopold Adolphus",Died,Southampton,Man,25,Adult,Male,,Engineering Crew,E
"MASON, Mr Frank Archibald Robert",Survived,Southampton,Man,32,Adult,Male,,Engineering Crew,E
"MASON, Mr J.",Died,Southampton,Man,39,Adult,Male,,Engineering Crew,E
"MATHERSON, Mr David",Died,Southampton,Man,30,Adult,Male,,Deck Crew,D
"MATHIAS, Mr Montague Vincent",Died,Southampton,Man,28,Adult,Male,,Deck Crew,D
"MATINOFF, Mr Nicola",Died,Cherbourg,Man,30,Adult,Male,7.89583333,3rd Class Passenger,3
"MATTHEWS, Mr William John",Died,Southampton,Man,30,Adult,Male,13,2nd Class Passenger,2
"MATTMANN, Sig. Adolf",Died,Southampton,Man,20,Adult,Male,,Restaurant Staff,R
"MAUGE, Mr Paul Achille Maurice Germain",Survived,Southampton,Man,25,Adult,Male,,Restaurant Staff,R
"MAXWELL, Mr John",Died,Belfast,Man,31,Adult,Male,,Deck Crew,D
"MAY, Mr Arthur William",Died,Southampton,Man,24,Adult,Male,,Engineering Crew,E
"MAY, Mr Arthur William",Died,Southampton,Man,59,Adult,Male,,Engineering Crew,E
"MAYBERY, Mr Frank Hubert",Died,Southampton,Man,36,Adult,Male,16,2nd Class Passenger,2
"MAYNARD, Mr Isaac Hiram",Survived,Belfast,Man,31,Adult,Male,,Victualling Crew,V
"MAYN, Mlle Berthe Antonine",Survived,Cherbourg,Woman,24,Adult,Female,49.5041667,1st Class Passenger,1
"MAYO, Mr William Peter",Died,Southampton,Man,27,Adult,Male,,Engineering Crew,E
"MAYTUM, Mr Alfred",Died,Belfast,Man,52,Adult,Male,,Victualling Crew,V
"MAYZES, Mr Thomas Jubilee",Survived,Southampton,Man,25,Adult,Male,,Engineering Crew,E
"MCANDREW, Mr Thomas Patrick",Died,Southampton,Man,38,Adult,Male,,Engineering Crew,E
"MCANDREWS, Mr William",Died,Southampton,Man,23,Adult,Male,,Engineering Crew,E
"MCCAFFRY, Mr Thomas Francis",Died,Southampton,Man,46,Adult,Male,75.2416667,1st Class Passenger,1
"MCCARTHY, Miss Catherine",Survived,Queenstown,Woman,24,Adult,Female,0,,3
"MCCARTHY, Mr Frederick James",Died,Southampton,Man,38,Adult,Male,,Victualling Crew,V
"MCCARTHY, Mr Timothy J.",Died,Southampton,Man,54,Adult,Male,51.8625,1st Class Passenger,1
"MCCARTHY, Mr William",Survived,Southampton,Man,47,Adult,Male,,Deck Crew,D
"MCCASTLAN, Mr W.",Died,Southampton,Man,38,Adult,Male,,Engineering Crew,E
"MCCAWLEY, Mr Thomas W.",Died,Belfast,Man,36,Adult,Male,,Victualling Crew,V
"MCCORMACK, Mr Thomas Joseph",Survived,Queenstown,Man,19,Adult,Male,7.75,3rd Class Passenger,3
"MCCOY, Miss Agnes",Survived,Queenstown,Woman,29,Adult,Female,23.25,3rd Class Passenger,3
"MCCOY, Miss Alicia",Survived,Queenstown,Woman,26,Adult,Female,23.25,3rd Class Passenger,3
"MCCOY, Mr Bernard",Survived,Queenstown,Man,24,Adult,Male,23.25,3rd Class Passenger,3
"MCCRAE, Mr Arthur Gordon",Died,Southampton,Man,32,Adult,Male,13.5,2nd Class Passenger,2
"MCCRIE, Mr James Matthew",Died,Southampton,Man,32,Adult,Male,13,2nd Class Passenger,2
"MCDERMOTT, Miss Bridget Delia",Survived,Queenstown,Woman,31,Adult,Female,7.78333333,3rd Class Passenger,3
"MCELROY, Mr Hugh Walter",Died,Southampton,Man,37,Adult,Male,,Victualling Crew,V
"MCEVOY, Mr Michael",Died,Queenstown,Man,19,Adult,Male,15.5,3rd Class Passenger,3
"MCGANN, Mr James",Survived,Southampton,Man,26,Adult,Male,,Engineering Crew,E
"MCGARVEY, Mr Edward Joseph",Died,Southampton,Man,34,Adult,Male,,Engineering Crew,E
"MCGAW, Mr Erroll Victor",Died,Southampton,Man,30,Adult,Male,,Engineering Crew,E
"MCGOUGH, Mr George Francis 'Paddy'",Survived,Southampton,Man,36,Adult,Male,,Deck Crew,D
"MCGOUGH, Mr James Robert",Survived,Southampton,Man,35,Adult,Male,26.2875,1st Class Passenger,1
"MCGOVERN, Ms Mary",Survived,Queenstown,Woman,22,Adult,Female,7.87916667,3rd Class Passenger,3
"MCGOWAN, Miss Anna Annie",Survived,Queenstown,Woman,17,Adult,Female,8.279,,3
"MCGOWAN, Miss Katherine",Died,Queenstown,Woman,42,Adult,Female,7.75,3rd Class Passenger,3
"MCGRADY, Mr James",Died,Southampton,Man,27,Adult,Male,,Victualling Crew,V
"MCINERNEY, Mr Thomas",Died,Southampton,Man,38,Adult,Male,,Engineering Crew,E
"MCINTYRE, Mr William",Survived,Southampton,Man,21,Adult,Male,,Engineering Crew,E
"MCKANE, Mr Peter Dan",Died,Southampton,Man,46,Adult,Male,26,,2
"MCLAREN, Mrs Hypatia",Survived,Southampton,Woman,40,Adult,Female,,Victualling Crew,V
"MCMAHON, Mr Martin",Died,Queenstown,Man,19,Adult,Male,7.75,3rd Class Passenger,3
"MCMICKEN, Mr Arthur",Survived,Belfast,Man,23,Adult,Male,,Victualling Crew,V
"MCMICKEN, Mr Benjamin Tucker",Died,Belfast,Man,21,Adult,Male,,Victualling Crew,V
"MCMULLIN, Mr John Richard",Died,Belfast,Man,32,Adult,Male,,Victualling Crew,V
"MCMURRAY, Mr William",Died,Belfast,Man,43,Adult,Male,,Victualling Crew,V
"MCNAMEE, Mr Neal",Died,Southampton,Man,27,Adult,Male,16.1,3rd Class Passenger,3
"MCNAMEE, Mrs Eileen",Died,Southampton,Woman,19,Adult,Female,16.1,3rd Class Passenger,3
"MCNEILL, Miss Bridget",Died,Queenstown,Woman,32,Adult,Female,7.75,3rd Class Passenger,3
"MCQUILLAN, Mr William",Died,Belfast,Man,26,Adult,Male,,Engineering Crew,E
"MCRAE, Mr William Alexander",Died,Southampton,Man,31,Adult,Male,,Engineering Crew,E
"MCREYNOLDS, Mr William",Died,Belfast,Man,22,Adult,Male,,Engineering Crew,E
"MEANWELL, Mrs Marian",Died,Southampton,Woman,63,Adult,Female,8.05,3rd Class Passenger,3
"MEEHAN, Mr John",Died,Queenstown,Man,22,Adult,Male,7.75,,3
"MEEK, Mrs Annie Louise Rowley",Died,Southampton,Woman,31,Adult,Female,8.05,3rd Class Passenger,3
"MELLINGER, Miss Madeleine Violet",Survived,Southampton,Child,13,Child,Female,19.5,2nd Class Passenger,2
"MELLINGER, Mrs Elizabeth Anne",Survived,Southampton,Woman,41,Adult,Female,19.5,2nd Class Passenger,2
"MELLOR, Mr Arthur",Died,Southampton,Man,34,Adult,Male,,Victualling Crew,V
"MELLORS, Mr William John",Survived,Southampton,Man,19,Adult,Male,10.5,2nd Class Passenger,2
"MEO (MARTINO), Mr Alfonzo",Died,Southampton,Man,48,Adult,Male,8.05,3rd Class Passenger,3
"MERNAGH, Mr Robert",Died,Queenstown,Man,28,Adult,Male,7.75,3rd Class Passenger,3
"MEYER, Mr August",Died,Southampton,Man,31,Adult,Male,13,2nd Class Passenger,2
"MEYER, Mr Edgar Joseph",Died,Cherbourg,Man,28,Adult,Male,82.1708333,1st Class Passenger,1
"MEYER, Mrs Leila",Survived,Cherbourg,Woman,25,Adult,Female,82.1708333,1st Class Passenger,1
"MIDDLETON, Mr Alfred Pirrie",Died,Belfast,Man,26,Adult,Male,,Engineering Crew,E
"MIDDLETON, Mr Mark Victor",Died,Southampton,Man,24,Adult,Male,,Victualling Crew,V
"MIDTSJ, Mr Karl Albert",Survived,Southampton,Man,21,Adult,Male,7.775,3rd Class Passenger,3
"MIHOFF, Mr Stoytcho",Died,Southampton,Man,28,Adult,Male,7.89583333,3rd Class Passenger,3
"MILES, Mr Frank",Died,Southampton,Man,23,Adult,Male,8.05,3rd Class Passenger,3
"MILFORD, Mr George",Died,Southampton,Man,27,Adult,Male,,Engineering Crew,E
"MILLAR, Mr Robert",Died,Belfast,Man,26,Adult,Male,,Engineering Crew,E
"MILLAR, Mr Thomas",Died,Belfast,Man,32,Adult,Male,,Engineering Crew,E
"MILLET, Mr Francis Davis",Died,Cherbourg,Man,65,Adult,Male,26.55,1st Class Passenger,1
"MILLING, Mr Jacob Christian",Died,Southampton,Man,48,Adult,Male,13,2nd Class Passenger,2
"MILLS, Mr Christopher",Survived,Southampton,Man,51,Adult,Male,,Victualling Crew,V
"MINAHAN, Dr William Edward",Died,Queenstown,Man,44,Adult,Male,90,1st Class Passenger,1
"MINAHAN, Miss Daisy E.",Survived,Queenstown,Woman,33,Adult,Female,90,1st Class Passenger,1
"MINAHAN, Mrs Lillian E.",Survived,Queenstown,Woman,37,Adult,Female,90,1st Class Passenger,1
"MINEFF, Mr Ivan",Died,Southampton,Man,24,Adult,Male,7.89583333,3rd Class Passenger,3
"MINKOFF, Mr Lazar",Died,Southampton,Man,21,Adult,Male,7.89583333,3rd Class Passenger,3
"MINTRAM, Mr William",Died,Southampton,Man,46,Adult,Male,,Engineering Crew,E
"MISHELLANY, Mr Abraham Mansoor",Died,Belfast,Man,53,Adult,Male,,Victualling Crew,V
"MITCHELL, Mr Henry Michael",Died,Southampton,Man,71,Adult,Male,10.5,2nd Class Passenger,2
"MITCHELL, Mr Lorenzo (Lawrence) Horace",Died,Southampton,Man,18,Adult,Male,,Engineering Crew,E
"MITKOFF, Mr Mito",Died,Southampton,Man,23,Adult,Male,7.89583333,3rd Class Passenger,3
"MOCK, Mr Philipp Edmund",Survived,Cherbourg,Man,30,Adult,Male,57.75,1st Class Passenger,1
"MOCKLER, Miss Ellen Mary",Survived,Queenstown,Woman,23,Adult,Female,7.87916667,3rd Class Passenger,3
"MOEN, Mr Sigurd Hansen",Died,Southampton,Man,27,Adult,Male,7.65,3rd Class Passenger,3
"MOLSON, Mr Harry Markland",Died,Southampton,Man,55,Adult,Male,30.5,1st Class Passenger,1
"MONR_S, Sr. Joan Javier",Died,Southampton,Man,20,Adult,Male,,Restaurant Staff,R
